ts,sku,ChannelSlug,BrandSlug,PremiseType,TermsOfServiceTyp,ProductName,ProductSlug,StateSlug,Commodity,UtilitySlug,first_name,last_name,ServiceAddress1,zip_code,city,account_no,email,emailmarketing,confirm_number,order_status,allow_email_marketing,sap_number
ts_189,gdb048c4b6d273e9,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate_wc,ny,electric,coned,Matthew,coned,574172 Ricky Werner St.,'11566,MERRICK,'335491035249120,no@nrg.com,no_email_mark,E1-WER-W5N,completed,false,0000007668805100
ts_191,ge04161be4ab5997,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,peco,Lisa,peco,757798 Susan Cherry St.,'19437,GWYNEDD VALLEY,''6528541002,no@nrg.com,no_email_mark,E1-N7A-VMM,backend_processing,false,
ts_193,ge0e7c0a6970a2a0,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,come,Kristopher,come,191477 Dr. Christine Bridges St.,'02740,New Bedford,''15906955588,no@nrg.com,no_email_mark,E1-KK6-Z8K,completed,false,0000007668805107
ts_194,ge0e7c0a6970a2a0,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,come,Bruce,come,229042 Dr. Eric Jones St.,'02740,New Bedford,''20594347193,aleksandr.malygin@nrg.com,emailmarketing,E1-PZ9-XKV,completed,false,0000007668805109
ts_195,ge4880039a9bc2e6,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,wpp,Thomas,wpp,470484 Kimberly Rollins St.,'16055,SARVER,''08802734331000186061,no@nrg.com,no_email_mark,E1-A46-Y8B,completed,false,0000007668805111
ts_196,ge4880039a9bc2e6,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,wpp,Angela,wpp,390910 Lauren Torres St.,'15445,HOPWOOD,''08877551929874492396,aleksandr.malygin@nrg.com,emailmarketing,E1-765-DQ7,completed,false,0000007668805115
ts_197,gec34673cdf95cff,web,green_mountain_energy,residential,fixed,GNERFIX2,rate_category,pa,electric,peco,Gerald,peco,851795 Jessica Jones St.,'19039,GRADYVILLE,''7092090402,no@nrg.com,no_email_mark,E1-9KL-DQW,completed,false,0000007668805116
ts_198,gec34673cdf95cff,web,green_mountain_energy,residential,fixed,GNERFIX2,rate_category,pa,electric,peco,Kristopher,peco,423060 Christine Nguyen St.,'19478,SPRING MOUNT,''6869437623,aleksandr.malygin@nrg.com,emailmarketing,E1-Z6R-DKR,completed,false,0000007668805117
ts_199,gef0a12ea58a0a10,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,penelec,Amanda,penelec,416453 Erika Holmes St.,'16860,MUNSON,''08481931309325282483,no@nrg.com,no_email_mark,E1-MAP-NQN,completed,false,0000007668805118
ts_200,gef0a12ea58a0a10,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,penelec,Randy,penelec,68653 Daniel Taylor St.,'16323,FRANKLIN,''08454549044412449978,aleksandr.malygin@nrg.com,emailmarketing,E1-Y5R-DVQ,completed,false,0000007668805119
ts_201,gf5a18bbfbd99942,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,nj,electric,reco,David,reco,720579 Antonio Hernandez St.,'08846,MIDDLESEX,''4960815296,no@nrg.com,no_email_mark,E1-VZX-D5Y,completed,false,0000007668805120
ts_202,gf5a18bbfbd99942,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,nj,electric,reco,Ricky,reco,264599 Joanna Santiago St.,'07435,HARRISON,''5778727782,aleksandr.malygin@nrg.com,emailmarketing,E1-BX6-VW4,completed,false,0000007668805121
ts_203,gfa60b412d811a3b,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,il,electric,comed,Leslie,comed,32313 Anthony Mitchell St.,'60617,CHICAGO,''9545900409,no@nrg.com,no_email_mark,E1-XER-DNP,backend_processing,false,
ts_204,gfa60b412d811a3b,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,il,electric,comed,John,comed,843814 Sean Taylor St.,'60511,BIG ROCK,''5984748331,aleksandr.malygin@nrg.com,emailmarketing,E1-EBQ-ENA,completed,false,0000007668805122
ts_205,gfaffb74813b5c4d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,peco,Sandra,peco,267961 Joanne Nicholson St.,'19008,BROOMALL,''8987292229,no@nrg.com,no_email_mark,E1-KK6-Z8E,backend_processing,false,
ts_206,gfaffb74813b5c4d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,peco,Jessica,peco,269609 Justin Reyes St.,'19032,FOLCROFT,''2897322015,aleksandr.malygin@nrg.com,emailmarketing,E1-PZ9-XKA,completed,false,0000007668805123
ts_208,gfbf5efa5c066784,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,ngntkt,Mark,ngntkt,70354 Fernando Keller St.,'02584,Nantucket,''5766485590,aleksandr.malygin@nrg.com,emailmarketing,E1-A46-Y8Q,completed,false,0000007668805124
ts_209,gfe081aa8f5b79d6,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,il,electric,comed,Julie,comed,923519 Billy Hayes St.,'60462,ORLAND PARK,''1351460771,no@nrg.com,no_email_mark,E1-765-DQZ,completed,false,0000007668805125
ts_210,gfe081aa8f5b79d6,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,il,electric,comed,Alexis,comed,743809 Justin Drake St.,'60197,CAROL STREAM,''8770222034,aleksandr.malygin@nrg.com,emailmarketing,E1-9KL-DKX,completed,false,0000007668805126
ts_211,gfed219b18969e3e,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,ngrid,Tommy,ngrid,990794 Brenda Bautista St.,'13040,Cincinnatus,''6935948355,no@nrg.com,no_email_mark,E1-Z6R-D6B,completed,false,0000007668805127
ts_212,gfed219b18969e3e,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,ngrid,Tina,ngrid,990794 Brenda Bautista St.,'13040,Cincinnatus,'6935948366,aleksandr.malygin@nrg.com,emailmarketing,E1-MAP-NAE,completed,false,0000007668805128
ts_216,gb1531b7eeccc3b0,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,beco,Stacey,beco,380517 John Williams St.,'01107,SPRINGFIELD,''86419437764,bouncy@mcbounceface.com,bounce,E1-Y5R-D54,completed,false,0000007668805129
ts_220,g91a4be5063e374e,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,bge,Allen,bge,512149 Teresa Williams St.,'21274,BALTIMORE,''5727976131,bouncy@mcbounceface.com,bounce,E1-VZX-DZ7,completed,false,0000007668805130
ts_224,g953b30c2dc2b803,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,camb,Cindy,camb,274300 Nathan Trevino St.,'02445,Brookline,''15113473533,bouncy@mcbounceface.com,bounce,E1-BX6-VXW,completed,false,0000007668805131
ts_228,g9aa7b76a2b0e830,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,chu,Robin,chu,352656 Alec Taylor St.,'11030,MANHASSET,'5661140011,bouncy@mcbounceface.com,bounce,E1-XER-DEE,completed,false,0000007668805132
ts_232,ge0e7c0a6970a2a0,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,come,Colin,come,270542 Mrs. Christina Paul St.,'02740,New Bedford,''28126268813,bouncy@mcbounceface.com,bounce,E1-EBQ-EBM,completed,false,0000007668805134
ts_213,g03408ca6381de99,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,apmd,Beth,apmd,245072 Rebekah Brown St.,'21791,UNION BRIDGE,'08127913905212257373,thiswillbounce@thisbounces.com,bounce,E1-46B-D6Y,completed,false,0000007668805142
ts_214,g08814fc767b398d,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,apmd,Samantha,apmd,75347 Patrick Johnson St.,'21774,NEW MARKET,'08657506715741078172,bouncedmail@eccbounce.com,bounce,E1-RPM-DPX,completed,false,0000007668805143
ts_215,g60baa8b8f77e084,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,beco,Leslie,beco,34691 Katherine Carter St.,'01151,SPRINGFIELD,'42220502797,bouncermail@eccbounced.com,bounce,E1-65Q-D5W,completed,false,0000007668805144
ts_216,gb1531b7eeccc3b0,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,beco,Stacey,beco,380517 John Williams St.,'01151,SPRINGFIELD,'54788867921,bouncy@mcbounceface.com,bounce,E1-LPK-MPK,completed,false,0000007668805145
ts_217,gcf5cca78ab18177,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,beco,Lisa,beco,992471 Lisa Henderson St.,'02056,SPRINGFIELD,'91553351604,thiswillbounce@thisbounces.com,bounce,E1-QKZ-EKE,completed,false,0000007668805146
ts_218,g3aceddb6123c21f,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,bge,Heather,bge,576299 Blake Petty St.,'21041,ELLICOTT CITY,'4750541093,bouncedmail@eccbounce.com,bounce,E1-86L-D6V,completed,false,0000007668805147
ts_220,g91a4be5063e374e,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,bge,Allen,bge,512149 Teresa Williams St.,'21274,BALTIMORE,'5439576094,bouncy@mcbounceface.com,bounce,E1-DVL-NV7,completed,false,0000007668805148
ts_221,gbd2cc125c6f6e61,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,md,electric,bge,Derek,bge,660977 Donna Taylor St.,'21132,PYLESVILLE,'8346190222,thiswillbounce@thisbounces.com,bounce,E1-5LX-DLQ,completed,false,0000007668805149
ts_223,g2af2aaca2250150,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,camb,Debra,camb,73707 John Watson St.,'02445,Brookline,'68554395373,bouncermail@eccbounced.com,bounce,E1-WER-WEK,completed,false,0000007668805150
ts_224,g953b30c2dc2b803,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,camb,Cindy,camb,274300 Nathan Trevino St.,'02445,Brookline,'67765371429,bouncy@mcbounceface.com,bounce,E1-N7A-V7E,completed,false,0000007668805151
ts_225,gc25b92975f0dc97,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,camb,Donald,camb,982813 Lisa Butler St.,'02445,Brookline,'64226523293,thiswillbounce@thisbounces.com,bounce,E1-KK6-ZKE,completed,false,0000007668805152
ts_226,g40d7b9b923a8b51,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,chu,Justin,chu,172581 David Carey St.,'11101,LONG ISLAND CITY,'6228953260,bouncedmail@eccbounce.com,bounce,E1-PZ9-XZA,completed,false,0000007668805153
ts_227,g4c4f93f13da0897,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,chu,Cheyenne,chu,616309 Jeffrey Jordan St.,'11030,MANHASSET,'6953374733,bouncermail@eccbounced.com,bounce,E1-A46-Y4Q,completed,false,0000007668805154
ts_228,g9aa7b76a2b0e830,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,chu,Robin,chu,352656 Alec Taylor St.,'11030,MANHASSET,'6821936922,bouncy@mcbounceface.com,bounce,E1-765-D6Z,completed,false,0000007668805155
ts_229,gd6f23afc4c9bdeb,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,chu,Robin,chu,190010 Martin Robles St.,'11030,MANHASSET,'8594497931,thiswillbounce@thisbounces.com,bounce,E1-9KL-DPX,completed,false,0000007668805156
ts_230,g1639eeb0379248e,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,come,Nancy,come,714800 Ronald Lozano St.,'02740,New Bedford,'41614094034,bouncedmail@eccbounce.com,bounce,E1-Z6R-DLB,completed,false,0000007668805157
ts_231,g35f6c2393a46774,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,come,Gwendolyn,come,716374 Jessica Miller St.,'02740,New Bedford,'80557301197,bouncermail@eccbounced.com,bounce,E1-MAP-N8E,completed,false,0000007668805158
ts_232,ge0e7c0a6970a2a0,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,come,Colin,come,270542 Mrs. Christina Paul St.,'02740,New Bedford,'55066563977,bouncy@mcbounceface.com,bounce,E1-Y5R-DL4,completed,false,0000007668805159
ts_233,g132d13c46de7473,web,green_mountain_energy,small_business,variable,GNESBVAR,rate_category,il,electric,comed,Kevin,comed,946516 Jeffrey Guerrero St.,'60633,CHICAGO,'7495892248,thiswillbounce@thisbounces.com,bounce,E1-VZX-DQ7,error,false,
ts_234,g402f79356122685,web,green_mountain_energy,small_business,fixed,GNESBFIX,rate_category,il,electric,comed,Jacob,comed,89935 Michael Church St.,'60910,AROMA PARK,'9756929554,bouncedmail@eccbounce.com,bounce,E1-BX6-V7W,error,false,
ts_235,g964164056bba972,web,green_mountain_energy,residential,fixed,GNERFIX,rate_category,il,electric,comed,Jason,comed,310011 Mindy Poole St.,'61311,ANCONA,'8263661338,bouncermail@eccbounced.com,bounce,E1-XER-DLE,completed,false,0000007668805160
ts_236,g9b6ea65dc23ad43,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,il,electric,comed,Heather,comed,272966 Samantha Fox St.,'61027,ELEROY,'6755195746,bouncy@mcbounceface.com,bounce,E1-EBQ-EMM,completed,false,0000007668805161
ts_237,gce538106da22036,web,green_mountain_energy,residential,variable,GNERVAR,rate_category,il,electric,comed,Felicia,comed,715365 Brad Wolf St.,'60074,PALATINE,'7781512012,thiswillbounce@thisbounces.com,bounce,E1-46B-DXY,completed,false,0000007668805162
ts_238,gfa60b412d811a3b,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,il,electric,comed,Tracy,comed,777681 Stephen Martin St.,'60914,BOURBONNAIS,'4611594364,bouncedmail@eccbounce.com,bounce,E1-RPM-DNX,completed,false,0000007668805163
ts_239,gfe081aa8f5b79d6,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,il,electric,comed,Jason,comed,107943 Melissa Elliott St.,'60018,DES PLAINES,'4652925434,bouncermail@eccbounced.com,bounce,E1-65Q-DXW,completed,false,0000007668805164
ts_240,g1a131670769dc76,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate_wc,ny,electric,coned,Jacob,coned,299784 Nicole Roy St.,'11701,AMITYVILLE,'904186814686832,bouncy@mcbounceface.com,bounce,E1-LPK-M5K,completed,false,0000007668805165
ts_241,g1e7ac87aadea386,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12_wc,ny,electric,coned,Debra,coned,800024 Joseph Mathews St.,'11701,AMITYVILLE,'947857958974221,thiswillbounce@thisbounces.com,bounce,E1-QKZ-EVE,completed,false,0000007668805170
ts_242,g201d199281dea05,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate_wc,ny,electric,coned,Robert,coned,197909 Lindsey Massey St.,'11566,MERRICK,'766797117519830,bouncedmail@eccbounce.com,bounce,E1-86L-DKV,completed,false,0000007668805171
ts_243,g2e8f2b715ccfac7,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,coned,Shelley,coned,842339 Jason Carlson St.,'11701,AMITYVILLE,'551716392381322,bouncermail@eccbounced.com,bounce,E1-DVL-NZ7,completed,false,0000007668805172
ts_244,g329bf77638fca60,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,coned,Courtney,coned,32774 Megan Smith St.,'11266,BROOKLYN,'722642545694827,bouncy@mcbounceface.com,bounce,E1-5LX-DEQ,completed,false,0000007668805173
ts_245,g335a9647480b1a5,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24_wc,ny,electric,coned,Samuel,coned,315359 Jeffrey Lopez St.,'11701,AMITYVILLE,'460981861862410,thiswillbounce@thisbounces.com,bounce,E1-WER-WLK,completed,false,0000007668805174
ts_246,g354fe7596fdd458,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12_wc,ny,electric,coned,Christina,coned,611420 Amanda Snyder St.,'11566,MERRICK,'556499366609365,bouncedmail@eccbounce.com,bounce,E1-N7A-VXE,completed,false,0000007668805175
ts_247,g8557d0b669a214c,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate_wc,ny,electric,coned,Dustin,coned,658273 Howard Bridges St.,'11701,AMITYVILLE,'195198043654935,bouncermail@eccbounced.com,bounce,E1-KK6-ZBE,completed,false,0000007668805176
ts_248,g88071b958c8e93c,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,coned,Carmen,coned,125325 Juan Wilkins St.,'11701,AMITYVILLE,'627016565751304,bouncy@mcbounceface.com,bounce,E1-PZ9-XVA,completed,false,0000007668805177
ts_249,g9029856dd411fd0,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24_wc,ny,electric,coned,Ryan,coned,895371 Daniel Gonzales St.,'11566,MERRICK,'336136484897939,thiswillbounce@thisbounces.com,bounce,E1-A46-YAQ,completed,false,0000007668805178
ts_250,gb2ca12a3bc59777,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,coned,Nathan,coned,327046 Karen Reyes St.,'11266,BROOKLYN,'576312838325831,bouncedmail@eccbounce.com,bounce,E1-765-DXZ,completed,false,0000007668805179
ts_251,gdb048c4b6d273e9,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate_wc,ny,electric,coned,Kendra,coned,145486 Samantha Williamson St.,'11566,MERRICK,'149686603240706,bouncermail@eccbounced.com,bounce,E1-9KL-D9X,completed,false,0000007668805180
ts_252,g4310ddcf5a08342,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,delmarva,Sergio,delmarva,693097 Rebecca Long St.,'21146,SEVERNA PARK,'05736226534115131857350,bouncy@mcbounceface.com,bounce,E1-Z6R-DZB,backend_processing,false,
ts_253,g8a0db95ff669327,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,delmarva,Sharon,delmarva,557656 Anna Marks St.,'20882,GAITHERSBURG,'05540855409894088578613,thiswillbounce@thisbounces.com,bounce,E1-MAP-NKE,completed,false,0000007668805181
ts_254,gb4a87bba4e210f0,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,md,electric,delmarva,James,delmarva,510316 Terry Dodson St.,'21409,ANNAPOLIS,'05583639928561467070156,bouncedmail@eccbounce.com,bounce,E1-Y5R-D94,completed,false,0000007668805182
ts_255,g71266d19f715680,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,duq,Shirley,duq,673118 James Meyer St.,'15061,MONACA,'5896139621662,bouncermail@eccbounced.com,bounce,E1-VZX-DP7,completed,false,0000007668805187
ts_256,g74f2e277f0da48f,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,duq,Patrick,duq,979874 Jennifer Stephens St.,'15225,PITTSBURGH,'7933988169135,bouncy@mcbounceface.com,bounce,E1-BX6-VBW,completed,false,0000007668805191
ts_257,gaeb52321df3506c,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,duq,Erica,duq,844409 Anthony Garcia St.,'15145,TURTLE CREEK,'3489068249475,thiswillbounce@thisbounces.com,bounce,E1-XER-D7E,completed,false,0000007668805196
ts_258,gc175bdcea5620ad,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,duq,Ashley,duq,916635 Allison Richardson St.,'15052,INDUSTRY,'9555934680992,bouncedmail@eccbounce.com,bounce,E1-EBQ-E5M,completed,false,0000007668805198
ts_259,g1b2d4c2c0211803,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,meco,Courtney,meco,382654 Cheryl Boone St.,'02122,PEMBROKE,'1198794838,bouncermail@eccbounced.com,bounce,E1-46B-DYY,completed,false,0000007668805199
ts_260,g9e9fecc89399489,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,meco,Alexis,meco,727376 Dana Henderson St.,'02045,HULL,'6203725917,bouncy@mcbounceface.com,bounce,E1-RPM-DZX,completed,false,0000007668805200
ts_261,gcfa81d59d2205c5,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,meco,Tonya,meco,620213 Yolanda Hill St.,'02536,PEMBROKE,'5680864974,thiswillbounce@thisbounces.com,bounce,E1-65Q-DPW,completed,false,0000007668805201
ts_262,g194a55a0a752a3d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,meted,Alexis,meted,271398 Bradley Johnson St.,'19503,BALLY,'08226315952980854910,bouncedmail@eccbounce.com,bounce,E1-LPK-MXK,completed,false,0000007668805202
ts_263,g69ddc718eed61d8,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,meted,Morgan,meted,694080 Jessica Lopez St.,'17078,PALMYRA,'08449760749543985476,bouncermail@eccbounced.com,bounce,E1-QKZ-E9E,completed,false,0000007668805203
ts_264,g8d688966e1294b9,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,meted,Gina,meted,498161 Carl Weaver St.,'19503,BALLY,'08130555302899241956,bouncy@mcbounceface.com,bounce,E1-86L-D7V,completed,false,0000007668805204
ts_265,gcea97141421ea3b,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,meted,Ronald,meted,787486 Sara Roman St.,'17362,SPRING GROVE,'08979371533348718047,thiswillbounce@thisbounces.com,bounce,E1-DVL-N47,completed,false,0000007668805205
ts_266,g66e737bf564b0bb,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,ngntkt,Michael,ngntkt,294107 Richard Williamson St.,'02584,Nantucket,'8520995119,bouncedmail@eccbounce.com,bounce,E1-5LX-DKQ,completed,false,0000007668805206
ts_267,gc0ffcbc2558eeb2,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,ngntkt,Joshua,ngntkt,239851 Mr. Steven Martin II St.,'02584,Nantucket,'5566966948,bouncermail@eccbounced.com,bounce,E1-WER-WAK,completed,false,0000007668805207
ts_268,gfbf5efa5c066784,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,ngntkt,James,ngntkt,654154 Olivia Wright St.,'02584,Nantucket,'6816197044,bouncy@mcbounceface.com,bounce,E1-N7A-VPE,completed,false,0000007668805208
ts_269,g294c4d46e3e5ba4,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,ngrid,Jason,ngrid,665873 Samantha Jones St.,'11236,BROOKLYN,'4597858695,thiswillbounce@thisbounces.com,bounce,E1-KK6-ZDE,completed,false,0000007668805209
ts_270,g418effe855c3904,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,ngrid,Patty,ngrid,716984 Andrew Nguyen St.,'12534,STOCKPORT,'3940019921,bouncedmail@eccbounce.com,bounce,E1-PZ9-X7A,completed,false,0000007668805210
ts_271,g74370d77edb958f,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,ngrid,Kristina,ngrid,554067 Andrew Carrillo St.,'13360,INLET,'9191134388,bouncermail@eccbounced.com,bounce,E1-A46-YBQ,completed,false,0000007668805211
ts_272,g62f323f9539fff2,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,nyseg,Natalie,nyseg,481155 Maria Guzman St.,'12528,HIGHLAND,'N01360942068845,bouncy@mcbounceface.com,bounce,E1-765-DAZ,completed,false,0000007668805212
ts_273,g7b524985097b818,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,nyseg,Matthew,nyseg,256505 Madison Mullins St.,'10003,NEW YORK,'N01556216771395,thiswillbounce@thisbounces.com,bounce,E1-9KL-DZX,completed,false,0000007668805213
ts_274,ga01f6bab55d673c,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,nyseg,David,nyseg,684930 Jenna Simmons St.,'10003,NEW YORK,'N01681813509927,bouncedmail@eccbounce.com,bounce,E1-Z6R-DAB,completed,false,0000007668805214
ts_275,gb4c2a962174500d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,nyseg,Heather,nyseg,184624 Danielle Wolf St.,'10003,NEW YORK,'N01597366926128,bouncermail@eccbounced.com,bounce,E1-MAP-N6E,completed,false,0000007668805215
ts_276,g2901155079218d8,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,oru,Marie,oru,121743 Kathleen Rivera St.,'14220,BUFFALO,'1948088360,bouncy@mcbounceface.com,bounce,E1-Y5R-DP4,completed,false,0000007668805216
ts_277,g8fa92b78d9fcaf5,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,oru,Danielle,oru,875848 Claudia Evans St.,'14220,BUFFALO,'3560588646,thiswillbounce@thisbounces.com,bounce,E1-VZX-DE7,completed,false,0000007668805217
ts_278,ga9ceeb1bd246c4e,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,oru,Jennifer,oru,931709 Colin Gillespie St.,'14220,BUFFALO,'7851077001,bouncedmail@eccbounce.com,bounce,E1-BX6-VRW,completed,false,0000007668805218
ts_279,gd9ffd58e144a00f,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,oru,Jerry,oru,882111 William Taylor St.,'14220,BUFFALO,'1543085728,bouncermail@eccbounced.com,bounce,E1-XER-DKE,completed,false,0000007668805220
