Status, time, Register_ID, REG_Date, UID, Sequence, Vendor_ID, brand_slug, App_Type, First_Name, Last, Address, City, State, Zip, Email, ISO, Conf_Code, App_By, Sku, Call_DirectionApproved,12_27_2019_01_21_18_PM,12289,12/21/2019,A5dfe96e68c10e,1,EPIB,nrg_residential,IB,Alex_Lauren,Watts,485471 Erika Meadows St.,Washington,PA,20303,,PGW,ffd9e3b,ama,1A0082BB-FDF2,OUTBOUND
Approved,01_21_2020_10_55_33_AM,21581,1/20/2020,A5e26230d5828b,1,EPIB,nrg_residential,IB,Alex_Darren,Edwards,316570 Jared Ruiz St.,Clarington,PA,15828,,CGP,29e6bc4,ama,14842825-8E7F,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_35_AM,21583,1/20/2020,A5e26232ec583a,1,EPIB,nrg_residential,IB,Alex_Barry,Hart,807472 David Jones St.,Eagleville,PA,19408,,PECOGAS,4dc97bb,ama,0D39A089-4957,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_38_AM,21585,1/20/2020,A5e2623538c8f8,1,EPIB,nrg_residential,IB,Alex_Sean,Sheppard,454101 Greg Pena St.,Rixford,PA,16745,,NFGPA,7223f9c,ama,2C7A7615-317C,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_41_AM,21587,1/20/2020,A5e262377a4544,1,EPIB,nrg_residential,IB,Alex_Jerry,Frey,937783 Taylor Shepherd St.,Upper Black Eddy,PA,18972,,PGW,977dfd8,ama,1A0082BB-FDF2,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_43_AM,21599,1/20/2020,A5e26243fc9702,1,EPIB,nrg_residential,IB,Alex_Michelle,Scott,184416 Erik Perez St.,Warren,OH,44485,,CGO,5d11d7b,ama,20D17CC1-B5C8,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_46_AM,21601,1/20/2020,A5e2624624e05f,1,EPIB,nrg_residential,IB,Alex_Christopher,Hernandez,889902 Melissa Turner St.,Lindsey,OH,43442,,DKE,8289061,ama,0EBEFE26-68A4,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_49_AM,21603,1/20/2020,A5e262487bfced,1,EPIB,nrg_residential,IB,Alex_Ashley,Cole,235226 Chad Anthony St.,Dayton,OH,45405,,DEO,a635ac2,ama,5532E983-D5E8,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_51_AM,21605,1/20/2020,A5e2624ab5d0aa,1,EPIB,nrg_residential,IB,Alex_Mary,Underwood,244041 Matthew Hansen St.,Lake Como,PA,18437,,CGP,cb52280,ama,14842825-8E7F,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_54_AM,21607,1/20/2020,A5e2624d2db038,1,EPIB,nrg_residential,IB,Alex_Patricia,Obrien,840128 Randy Carr St.,Elizabeth,PA,15037,,peopgas,f23e42f,ama,0DE61D43-2131,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_57_AM,21609,1/20/2020,A5e2624f70db16,1,EPIB,nrg_residential,IB,Alex_Gregory,Morgan,596715 Anthony Martinez St.,Norristown,PA,19489,,ugig,177861d,ama,0AC2786C-F575,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_55_59_AM,21611,1/20/2020,A5e26251d349ae,1,EPIB,nrg_residential,IB,Alex_Alexander,Johnston,508837 Hayley Reese St.,Scranton,PA,18512,,ugicpg,3e248e4,ama,0DCE8766-1E1B,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_02_AM,21613,1/20/2020,A5e262542de385,1,EPIB,nrg_residential,IB,Alex_Jason,Torres,213431 Kim Miller St.,Creamery,PA,19430,,ugipng,5c7167d,ama,04509BB2-DCE0,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_05_AM,21615,1/20/2020,A5e26255ec92e6,1,EPIB,nrg_residential,IB,Alex_Helen,Gonzalez,644010 Michele Mills St.,Erie,PA,16515,,PECOGAS,7e8094d,ama,0D2B3A45-896F,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_08_AM,21617,1/20/2020,A5e262584d1137,1,EPIB,nrg_residential,IB,Alex_Robert,Guerra,900250 Travis Rodgers St.,Koppel,PA,16136,,PGW,a58f64e,ama,1A0082BB-FDF2,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_10_AM,21619,1/20/2020,A5e2625ab64397,1,EPIB,nrg_residential,IB,Alex_Debbie,Rosales,790052 Lucas Anderson St.,New Geneva,PA,15467,,NFGPA,cb42ac3,ama,44E8A8BE-FB59,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_13_AM,21621,1/20/2020,A5e2625d0dbd0c,1,EPIB,nrg_residential,IB,Alex_Renee,Myers,160407 Peter Oliver St.,Ringtown,PA,17967,,PECO,f113a88,ama,gac94e5483669c56,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_16_AM,21623,1/20/2020,A5e2625f72166b,1,EPIB,nrg_residential,IB,Alex_Olivia,Mercer,821095 Ashley Brown St.,Middletown,DE,19709,,DPLDE,16432b3,ama,g4adc5b17ed5146e,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_18_AM,21631,1/20/2020,A5e262679d7957,1,EPIB,nrg_residential,IB,Alex_Emily,Boyd,77150 Chad Shaw St.,Libertytown,MD,21762,,PEPCO,8fc8abc,ama,ged2d635c0e6a864,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_21_AM,21633,1/20/2020,A5e26269309afd,1,EPIB,nrg_residential,IB,Alex_Lauren,Wright,753005 Bernard Larsen St.,Christiansburg,OH,45389,,CEI,b020b95,ama,03BF52E1-51DC,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_24_AM,21635,1/20/2020,A5e2626b441733,1,EPIB,nrg_residential,IB,Alex_Peter,Bass,352908 Isaac Hardy St.,New Concord,OH,43762,,OE,d1c10ee,ama,1521E10C-C6C9,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_27_AM,21637,1/20/2020,A5e2626d654b31,1,EPIB,nrg_residential,IB,Alex_Nathan,Morse,649820 Nancy Cole St.,Powhatan Point,OH,43942,,TE,f3e8aff,ama,g2cbcb3b22375d10,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_29_AM,21639,1/20/2020,A5e2626f985232,1,EPIB,nrg_residential,IB,Alex_Michael,Murphy,178528 Anthony Brown St.,Kenton,OH,43326,,AEPN,16c6b78,ama,g1711c6eaeaea8a0,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_32_AM,21641,1/20/2020,A5e26271b9d7e2,1,EPIB,nrg_residential,IB,Alex_Shawn,Cervantes,474732 Gail Potter St.,Garrettsville,OH,44231,,DPL,3a43e3f,ama,g8a4a87d023248ff,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_35_AM,21643,1/20/2020,A5e26273f0904a,1,EPIB,cirro,IB,Alex_Jonathan,Wheeler,313657 Kylie Perez St.,Wayne,PA,19088,,PPL,5caa301,ama,g0a265a31ecd960f,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_37_AM,21645,1/20/2020,A5e26276400d15,1,EPIB,cirro,IB,Alex_Randall,Peters,832628 Jonathan Peterson St.,Wagontown,PA,19376,,DUQ,7fc8704,ama,gaa6419eca664a48,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_40_AM,21647,1/20/2020,A5e262786dcf83,1,EPIB,cirro,IB,Alex_Ethan,Hicks,393665 Michael Vincent St.,Bear Creek,PA,18602,,PECO,9f0bfc4,ama,g1e820f7ab3b5da1,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_43_AM,21649,1/20/2020,A5e2627a1f1448,1,EPIB,cirro,IB,Alex_Teresa,Little,565588 Breanna Smith St.,Pittsburgh,PA,15215,,Penn,b760f27,ama,ge7da7c662dd840d,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_46_AM,21651,1/20/2020,A5e2627bbb400b,1,EPIB,cirro,IB,Alex_Alec,Gross,776558 Scott Barrera St.,State Line,PA,17263,,WPP,d92450e,ama,gc6cde043f36bd71,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_48_AM,21653,1/20/2020,A5e2627dfdeb98,1,EPIB,cirro,IB,Alex_Kimberly,Brown,646577 Michele Wilkins St.,Brodheadsville,PA,18322,,Penelec,fef409f,ama,g758090088361f50,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_51_AM,21655,1/20/2020,A5e26280713d97,1,EPIB,cirro,IB,Alex_Daniel,Shannon,586689 Kimberly Rios St.,Bendersville,PA,17306,,MetEd,2709711,ama,g203038d8b63f269,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_54_AM,21657,1/20/2020,A5e26282f3d9e8,1,EPIB,nrg_residential,IB,Alex_Daniel,Mckee,283196 Deborah Curry St.,Fort Littleton,PA,17223,,Penn,51afe0a,ama,g09a0784f87756b8,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_56_AM,21659,1/20/2020,A5e26285815f9f,1,EPIB,nrg_residential,IB,Alex_Dennis,Adkins,668102 David Garcia St.,Austinburg,OH,44010,,DKE Elec,78860dd,ama,g464d512e147045e,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_56_59_AM,21661,1/20/2020,A5e26287d21785,1,EPIB,green_mountain_energy,IB,Alex_Anthony,Grant,890238 Johnathan Garza St.,Pocomoke City,MD,21851,,APMD,99ea185,ama,44A1FE28-1F9D,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_57_02_AM,21663,1/20/2020,A5e2628a13dec6,1,EPIB,green_mountain_energy,IB,Alex_Elizabeth,Barr,467281 Robert Davis St.,Thurmont,MD,21788,,delmarva,bcc1ec6,ama,44641A28-3163,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_57_05_AM,21665,1/20/2020,A5e2628c497a06,1,EPIB,green_mountain_energy,IB,Alex_Lisa,Hall,427935 Donna Hamilton St.,Bryans Road,MD,20616,,PEPCO,db92b9d,ama,4626AFC8-A739,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_57_07_AM,21667,1/20/2020,A5e2628df190de,1,EPIB,nrg_residential,IB,Alex_Emily,Henderson,626948 Lindsey Collins St.,Blanchester,OH,45107,,DKE Elec,f86fd3e,ama,g464d512e147045e,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_57_25_AM,21325,1/20/2020,A5e261250337da,1,EPIB,green_mountain_energy,IB,Alex_Kelly,Welch,450330 Dorothy Sanders St.,Blairs Mills,PA,17213,,PECO,6d15b6c,ama,0A295E24-EE7E,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_57_28_AM,21327,1/20/2020,A5e2612746b913,1,EPIB,green_mountain_energy,IB,Alex_Eduardo,Johnson,864344 Chad Robinson St.,Drumore,PA,17518,,Penelec,8fce984,ama,2B567D5A-5136,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_57_31_AM,21329,1/20/2020,A5e261292ee86c,1,EPIB,green_mountain_energy,IB,Alex_David,Thompson,357749 Patricia Morgan St.,Lewistown,PA,17044,,PPL,a9aa73f,ama,0DD6E0F4-F619,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_57_33_AM,21331,1/20/2020,A5e2612b0b8169,1,EPIB,green_mountain_energy,IB,Alex_Melissa,Crawford,71494 Amy Velasquez St.,Strongstown,PA,15957,,WPP,ce93fcb,ama,283D725F-D0B6,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_57_36_AM,21333,1/20/2020,A5e2612d62ef7d,1,EPIB,green_mountain_energy,IB,Alex_Jamie,Jones,310688 Nicholas Pitts St.,Warfordsburg,PA,17267,,Penn,f3eb9e5,ama,2BC36037-6224,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_11_05_03_AM,21327,2020-01-20,A5e2612746b913,001,EPIB,green_mountain_energy,IB,Alex_Eduardo,Johnson,864344 Chad Robinson St.,Drumore,PA,17518,,Penelec,8fce984,ama,2B567D5A-5136,OUTBOUND
